"geographic name, english","geographic name, french","georaphie type, english","georaphie type, french",census division code,economic region code,province code,canadian heritage region code,Total,"English mother tongue, adjusted","French mother tongue, adjusted","Other mother tongue, adjusted"
Division No. 16,Division No. 16,Census division,division de recensement,cd4716,er4750,pr47,pch04,"37,255","31,292","1,004","4,959"
Division No. 17,Division No. 17,Census division,division de recensement,cd4717,er4750,pr47,pch04,"43,870","38,273",623,"4,973"
Division No. 18,Division No. 18,Census division,division de recensement,cd4718,er4760,pr47,pch04,"36,495","18,012",124,"18,359"
Division No. 1,Division No. 1,Census division,division de recensement,cd4801,er4810,pr48,pch05,"77,600","68,060",933,"8,608"
Division No. 2,Division No. 2,Census division,division de recensement,cd4802,er4810,pr48,pch05,"155,280","126,463","1,550","27,268"
Division No. 3,Division No. 3,Census division,division de recensement,cd4803,er4810,pr48,pch05,"38,180","32,392",407,"5,382"
Division No. 4,Division No. 4,Census division,division de recensement,cd4804,er4820,pr48,pch05,"9,965","8,813",88,"1,065"
Division No. 5,Division No. 5,Census division,division de recensement,cd4805,er4820,pr48,pch05,"52,235","44,506",596,"7,133"
Division No. 6,Division No. 6,Census division,division de recensement,cd4806,er4830,pr48,pch05,"1,300,930","955,202","22,114","323,614"
Division No. 7,Division No. 7,Census division,division de recensement,cd4807,er4820,pr48,pch05,"39,760","36,084",659,"3,017"
Division No. 8,Division No. 8,Census division,division de recensement,cd4808,er4850,pr48,pch05,"186,665","167,416","2,561","16,688"
Division No. 9,Division No. 9,Census division,division de recensement,cd4809,er4840,pr48,pch05,"21,150","19,632",224,"1,294"
Division No. 10,Division No. 10,Census division,division de recensement,cd4810,er4820,pr48,pch05,"91,480","80,651","1,263","9,566"
Division No. 11,Division No. 11,Census division,division de recensement,cd4811,er4860,pr48,pch05,"1,189,400","903,051","27,696","258,653"
Division No. 12,Division No. 12,Census division,division de recensement,cd4812,er4880,pr48,pch05,"62,820","52,278","4,536","6,006"
Division No. 13,Division No. 13,Census division,division de recensement,cd4813,er4870,pr48,pch05,"68,295","60,778","1,600","5,918"
Division No. 14,Division No. 14,Census division,division de recensement,cd4814,er4840,pr48,pch05,"28,405","25,592",834,"1,979"
Division No. 15,Division No. 15,Census division,division de recensement,cd4815,er4840,pr48,pch05,"35,800","27,219","1,534","7,047"
Division No. 16,Division No. 16,Census division,division de recensement,cd4816,er4880,pr48,pch05,"67,470","53,747","1,929","11,794"
Division No. 17,Division No. 17,Census division,division de recensement,cd4817,er4870,pr48,pch05,"61,315","40,058","1,118","20,138"
Division No. 18,Division No. 18,Census division,division de recensement,cd4818,er4870,pr48,pch05,"14,440","12,635",363,"1,443"
Division No. 19,Division No. 19,Census division,division de recensement,cd4819,er4870,pr48,pch05,"108,980","95,202","4,614","9,164"
East Kootenay,East Kootenay,Census division,division de recensement,cd5901,er5940,pr59,pch05,"56,205","51,469",999,"3,737"
Central Kootenay,Central Kootenay,Census division,division de recensement,cd5903,er5940,pr59,pch05,"57,890","50,571","1,208","6,111"
Kootenay Boundary,Kootenay Boundary,Census division,division de recensement,cd5905,er5940,pr59,pch05,"30,840","27,559",487,"2,794"
Okanagan-Similkameen,Okanagan-Similkameen,Census division,division de recensement,cd5907,er5930,pr59,pch05,"79,775","67,766","1,628","10,381"
Fraser Valley,Fraser Valley,Census division,division de recensement,cd5909,er5920,pr59,pch05,"273,480","210,943","3,233","59,305"
Greater Vancouver,Greater Vancouver,Census division,division de recensement,cd5915,er5920,pr59,pch05,"2,292,125","1,311,685","28,480","951,960"
Capital,Capital,Census division,division de recensement,cd5917,er5910,pr59,pch05,"355,010","303,975","6,618","44,418"
Cowichan Valley,Cowichan Valley,Census division,division de recensement,cd5919,er5910,pr59,pch05,"79,570","73,068","1,098","5,405"
Nanaimo,Nanaimo,Census division,division de recensement,cd5921,er5910,pr59,pch05,"144,925","129,817","2,314","12,794"
Alberni-Clayoquot,Alberni-Clayoquot,Census division,division de recensement,cd5923,er5910,pr59,pch05,"30,835","27,520",625,"2,690"
Strathcona,Strathcona,Census division,division de recensement,cd5924,er5910,pr59,pch05,"42,935","39,328",775,"2,833"
Comox Valley,Comox Valley,Census division,division de recensement,cd5926,er5910,pr59,pch05,"63,115","57,638","1,523","3,953"
Powell River,Powell River,Census division,division de recensement,cd5927,er5910,pr59,pch05,"19,700","17,600",538,"1,563"
Sunshine Coast,Sunshine Coast,Census division,division de recensement,cd5929,er5920,pr59,pch05,"28,420","25,422",514,"2,484"
Squamish-Lillooet,Squamish-Lillooet,Census division,division de recensement,cd5931,er5920,pr59,pch05,"38,080","31,883","1,411","4,786"
Thompson-Nicola,Thompson-Nicola,Census division,division de recensement,cd5933,er5930,pr59,pch05,"126,950","113,848","1,818","11,285"
Central Okanagan,Central Okanagan,Census division,division de recensement,cd5935,er5930,pr59,pch05,"177,610","153,370","3,328","20,913"
North Okanagan,North Okanagan,Census division,division de recensement,cd5937,er5930,pr59,pch05,"80,175","71,698","1,181","7,296"
Columbia-Shuswap,Columbia-Shuswap,Census division,division de recensement,cd5939,er5930,pr59,pch05,"50,110","45,352",952,"3,807"
Cariboo,Cariboo,Census division,division de recensement,cd5941,er5950,pr59,pch05,"61,955","55,499",914,"5,542"
Mount Waddington,Mount Waddington,Census division,division de recensement,cd5943,er5910,pr59,pch05,"11,470","10,368",163,940
Central Coast,Central Coast,Census division,division de recensement,cd5945,er5910,pr59,pch05,"3,185","2,995",15,175
Skeena-Queen Charlotte,Skeena-Queen Charlotte,Census division,division de recensement,cd5947,er5960,pr59,pch05,"18,695","16,362",229,"2,104"
Kitimat-Stikine,Kitimat-Stikine,Census division,division de recensement,cd5949,er5960,pr59,pch05,"37,150","31,521",766,"4,863"
Bulkley-Nechako,Bulkley-Nechako,Census division,division de recensement,cd5951,er5970,pr59,pch05,"39,045","34,532",514,"3,999"
Fraser-Fort George,Fraser-Fort George,Census division,division de recensement,cd5953,er5950,pr59,pch05,"90,980","81,228","1,563","8,188"
Peace River,Peace River,Census division,division de recensement,cd5955,er5980,pr59,pch05,"59,785","53,050",785,"5,950"
Stikine,Stikine,Census division,division de recensement,cd5957,er5970,pr59,pch05,630,525,13,93
Northern Rockies,Northern Rockies,Census division,division de recensement,cd5959,er5980,pr59,pch05,"5,565","5,048",75,443
Yukon,Yukon,Census division,division de recensement,cd6001,er6010,pr60,pch05,"33,660","28,313","1,540","3,808"
Region 1,Region 1,Census division,division de recensement,cd6101,er6110,pr61,pch04,"6,640","5,563",75,"1,003"
Region 2,Region 2,Census division,division de recensement,cd6102,er6110,pr61,pch04,"2,340","1,673",15,653
Region 3,Region 3,Census division,division de recensement,cd6103,er6110,pr61,pch04,"2,800","1,143",5,"1,653"
Region 4,Region 4,Census division,division de recensement,cd6104,er6110,pr61,pch04,"3,225","2,008",30,"1,188"
Region 5,Region 5,Census division,division de recensement,cd6105,er6110,pr61,pch04,"6,825","5,883",148,795
Region 6,Region 6,Census division,division de recensement,cd6106,er6110,pr61,pch04,"19,210","15,373",850,"2,988"
Baffin,Baffin,Census division,division de recensement,cd6204,er6210,pr62,pch04,"16,855","3,648",378,"12,830"
Keewatin,Keewatin,Census division,division de recensement,cd6205,er6210,pr62,pch04,"8,935","1,853",45,"7,038"
Kitikmeot,Kitikmeot,Census division,division de recensement,cd6208,er6210,pr62,pch04,"5,990","3,598",20,"2,373"
Newfoundland and Labrador,Terre-Neuve et Labrador,province,province,n.d.,n.d.,pr10,pch01,"509,950","498,093","2,743","9,113"
Prince Edward Island,Île-du-Prince-Édouard,province,province,n.d.,n.d.,pr11,pch01,"138,435","127,988","5,436","5,011"
Nova Scotia,Nouvelle-Écosse,province,province,n.d.,n.d.,pr12,pch01,"910,620","839,078","32,823","38,718"
New Brunswick,Nouveau-Brunswick,province,province,n.d.,n.d.,pr13,pch01,"739,900","483,812","236,979","19,109"
Quebec,Québec,province,province,n.d.,n.d.,pr24,pch02,"7,815,960","647,659","6,164,747","1,003,554"
Ontario,Ontario,province,province,n.d.,n.d.,pr35,pch03,"12,722,060","8,812,597","525,957","3,383,507"
Manitoba,Manitoba,province,province,n.d.,n.d.,pr46,pch04,"1,193,095","881,479","44,817","266,799"
Saskatchewan,Saskatchewan,province,province,n.d.,n.d.,pr47,pch04,"1,018,310","866,346","17,578","134,386"
Alberta,Alberta,province,province,n.d.,n.d.,pr48,pch05,"3,610,185","2,809,785","74,618","725,783"
British Columbia,Colombie-Britannique,province,province,n.d.,n.d.,pr59,pch05,"4,356,205","3,101,647","63,759","1,190,799"
Yukon,Yukon,province,province,n.d.,n.d.,pr60,pch05,"33,650","28,308","1,540","3,803"
Northwest Territories,Territoires du Nord-Ouest,province,province,n.d.,n.d.,pr61,pch04,"41,035","31,640","1,118","8,278"
Nunavut,Nunavut,province,province,n.d.,n.d.,pr62,pch04,"31,775","9,093",443,"22,240"
Atlantic Region,Région de l'Atlantique,Canadian Heritage region,région de patrimoine canadien,n.d.,n.d.,n.d.,pch01,"2,298,905","1,948,972","277,982","71,952"
Quebec Region,Région du Québec,Canadian Heritage region,région de patrimoine canadien,n.d.,n.d.,n.d.,pch02,"7,815,960","647,659","6,164,747","1,003,554"
Ontario Region,Région de l'Ontario,Canadian Heritage region,région de patrimoine canadien,n.d.,n.d.,n.d.,pch03,"12,722,060","8,812,597","525,957","3,383,507"
Prairies/Territories Region,Région des Prairies et du Nord,Canadian Heritage region,région de patrimoine canadien,n.d.,n.d.,n.d.,pch04,"2,284,215","1,788,558","63,955","431,703"
Western Region,Région de l'Ouest,Canadian Heritage region,région de patrimoine canadien,n.d.,n.d.,n.d.,pch05,"8,000,040","5,939,739","139,917","1,920,384"
Canada,Canada,national,nationale,n.d.,n.d.,n.d.,n.d.,"33,121,180","19,137,524","7,172,557","6,811,099"
Canada (outside Quebec),Canada (hors Québec),national,nationale,n.d.,n.d.,n.d.,n.d.,"25,305,220","18,489,865","1,007,810","5,807,545"
Quebec,Québec,national,nationale,n.d.,n.d.,n.d.,n.d.,"7,815,960","647,659","6,164,747","1,003,554"
Avalon Peninsula,Avalon Peninsula,economic region,région économique,n.d.,er1010,pr10,pch01,"260,005","253,914","1,134","4,957"
South Coast - Burin Peninsula,Côte-sud - Burin Peninsula,economic region,région économique,n.d.,er1020,pr10,pch01,"37,465","37,190",153,123
West Coast - Northern Peninsula - Labrador,Côte-ouest - Northern Peninsula - Labrador,economic region,région économique,n.d.,er1030,pr10,pch01,"104,355","99,855","1,050","3,450"
Notre Dame - Central Bonavista Bay,Notre Dame - Central Bonavista Bay,economic region,région économique,n.d.,er1040,pr10,pch01,"108,115","107,130",405,580
Prince Edward Island,Île-du-Prince-Édouard,economic region,région économique,n.d.,er1110,pr11,pch01,"138,435","127,990","5,438","5,008"
Cape Breton,Cape Breton,economic region,région économique,n.d.,er1210,pr12,pch01,"134,040","122,338","5,596","6,106"
North Shore,Côte-nord,economic region,région économique,n.d.,er1220,pr12,pch01,"153,350","148,012","2,284","3,054"
Annapolis Valley,Annapolis Valley,economic region,région économique,n.d.,er1230,pr12,pch01,"122,120","116,779","2,312","3,029"
Southern,Sud,economic region,région économique,n.d.,er1240,pr12,pch01,"114,675","101,494","11,594","1,587"
Halifax,Halifax,economic region,région économique,n.d.,er1250,pr12,pch01,"386,435","350,451","11,033","24,951"
Campbellton - Miramichi,Campbellton - Miramichi,economic region,région économique,n.d.,er1310,pr13,pch01,"155,745","56,456","97,456","1,833"
Moncton - Richibucto,Moncton - Richibucto,economic region,région économique,n.d.,er1320,pr13,pch01,"200,180","111,093","83,445","5,643"
Saint John - St. Stephen,Saint John - St. Stephen,economic region,région économique,n.d.,er1330,pr13,pch01,"170,750","159,209","6,762","4,779"
Fredericton - Oromocto,Fredericton - Oromocto,economic region,région économique,n.d.,er1340,pr13,pch01,"134,325","119,054","9,659","5,612"
Edmundston - Woodstock,Edmundston - Woodstock,economic region,région économique,n.d.,er1350,pr13,pch01,"78,875","37,997","39,649","1,229"
Gaspésie - Iles-de-la-Madeleine,Gaspésie - Iles-de-la-Madeleine,economic region,région économique,n.d.,er2410,pr24,pch02,"93,210","9,407","82,832",972
Bas-Saint-Laurent,Bas-Saint-Laurent,economic region,région économique,n.d.,er2415,pr24,pch02,"196,725","1,298","194,596",831
Capitale-Nationale,Capitale-Nationale,economic region,région économique,n.d.,er2420,pr24,pch02,"691,645","11,755","657,735","22,155"
Chaudière - Appalaches,Chaudière - Appalaches,economic region,région économique,n.d.,er2425,pr24,pch02,"405,225","4,054","398,589","2,582"
Estrie,Estrie,economic region,région économique,n.d.,er2430,pr24,pch02,"306,890","21,850","274,645","10,395"
Centre-du-Québec,Centre-du-Québec,economic region,région économique,n.d.,er2433,pr24,pch02,"230,945","2,710","224,738","3,498"
Montérégie,Montérégie,economic region,région économique,n.d.,er2435,pr24,pch02,"1,429,720","121,645","1,203,755","104,320"
Montréal,Montréal,economic region,région économique,n.d.,er2440,pr24,pch02,"1,862,200","331,367","903,237","627,597"
Laval,Laval,economic region,région économique,n.d.,er2445,pr24,pch02,"397,570","31,623","247,461","118,486"
Lanaudière,Lanaudière,economic region,région économique,n.d.,er2450,pr24,pch02,"468,345","10,087","439,832","18,427"
Laurentides,Laurentides,economic region,région économique,n.d.,er2455,pr24,pch02,"554,815","29,670","504,048","21,098"
Outaouais,Outaouais,economic region,région économique,n.d.,er2460,pr24,pch02,"366,440","55,651","283,623","27,166"
Abitibi - Témiscamingue,Abitibi - Témiscamingue,economic region,région économique,n.d.,er2465,pr24,pch02,"143,870","4,983","136,218","2,668"
Mauricie,Mauricie,economic region,région économique,n.d.,er2470,pr24,pch02,"259,725","3,119","249,874","6,732"
Saguenay - Lac-Saint-Jean,Saguenay - Lac-Saint-Jean,economic region,région économique,n.d.,er2475,pr24,pch02,"272,335","1,978","268,698","1,660"
Côte-Nord,Côte-Nord,economic region,région économique,n.d.,er2480,pr24,pch02,"93,835","4,468","80,073","9,293"
Nord-du-Québec,Nord-du-Québec,economic region,région économique,n.d.,er2490,pr24,pch02,"42,455","1,983","14,800","25,673"
Ottawa,Ottawa,economic region,région économique,n.d.,er3510,pr35,pch03,"1,229,055","813,278","216,491","199,286"
Kingston - Pembroke,Kingston - Pembroke,economic region,région économique,n.d.,er3515,pr35,pch03,"444,810","404,137","14,497","26,177"
Muskoka - Kawarthas,Muskoka - Kawarthas,economic region,région économique,n.d.,er3520,pr35,pch03,"359,310","337,003","4,565","17,743"
Toronto,Toronto,economic region,région économique,n.d.,er3530,pr35,pch03,"5,511,210","3,088,718","74,288","2,348,203"
Kitchener - Waterloo - Barrie,Kitchener - Waterloo - Barrie,economic region,région économique,n.d.,er3540,pr35,pch03,"1,206,080","991,963","21,623","192,493"
Hamilton - Niagara Peninsula,Hamilton - Niagara Peninsula,economic region,région économique,n.d.,er3550,pr35,pch03,"1,679,010","1,330,510","34,375","314,125"
London,London,economic region,région économique,n.d.,er3560,pr35,pch03,"624,965","517,445","8,210","99,310"
Windsor - Sarnia,Windsor - Sarnia,economic region,région économique,n.d.,er3570,pr35,pch03,"612,555","489,584","18,759","104,212"
Stratford - Bruce Peninsula,Stratford - Bruce Peninsula,economic region,région économique,n.d.,er3580,pr35,pch03,"288,815","263,794","2,587","22,434"
Northeast,Nord-est,economic region,région économique,n.d.,er3590,pr35,pch03,"544,665","388,577","123,407","32,682"
Northwest,Nord-ouest,economic region,région économique,n.d.,er3595,pr35,pch03,"221,555","187,570","7,150","26,835"
Southeast,Sud-est,economic region,région économique,n.d.,er4610,pr46,pch04,"103,805","71,918","9,445","22,443"
South Central,Centre sud,economic region,région économique,n.d.,er4620,pr46,pch04,"59,975","36,039","2,097","21,839"
